cl,cluster_id,cluster_id_label,supertype_id,supertype_label,supertype_id_label,subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,neighborhood,anatomical_annotation,notes,CCF_broad.freq,CCF_acronym.freq,v3.size,v2.size,multiome.size,F,M,sex.bias,Dark,Light,nt_type_label,nt.markers,nt_type_combo_label,np.markers,cluster.markers.combo,merfish.markers.combo,cluster.TF.markers.combo,cluster.markers.combo (within subclass),CTX.cluster_id,CTX.cluster_label,CTX.supertype_id,CTX.supertype_label,CTX.subclass_id,CTX.subclass_id,CTX.neighborhood_id,CTX.neighborhood_label,CTX.size,taxonomy_id,cell_set_accession.cluster,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
4119,4523,4523 CBN Neurod2 Pvalb Glut_1,1003,CBN Neurod2 Pvalb Glut_1,1003 CBN Neurod2 Pvalb Glut_1,250,CBN Neurod2 Pvalb Glut,250 CBN Neurod2 Pvalb Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,FN IP,,"CB:0.74,MY:0.24","IP:0.41,DN:0.21,SUV:0.15,CB:0.06",11,0,0,0.18,0.82,,0,1,Glut,Slc17a6:8.15,Glut,Adcyap1:3.3,"Serpina9,Igfbp2","Igfbp2,Pax5,Cd24a","Pax5,Zic2,Nr2f2",Pax5,,,,,,,,,,CCN202307220,CS20230722_CLUS_4523,CS20230722_SUPT_1003,CS20230722_SUBC_250,CS20230722_CLAS_24
4134,4524,4524 CBN Neurod2 Pvalb Glut_1,1003,CBN Neurod2 Pvalb Glut_1,1003 CBN Neurod2 Pvalb Glut_1,250,CBN Neurod2 Pvalb Glut,250 CBN Neurod2 Pvalb Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,FN IP DN,,"CB:0.61,NA:0.37","arb:0.36,IP:0.35,DN:0.14",59,0,0,0.08,0.92,,0,1,Glut,Slc17a6:9.56,Glut,,"Kynu,Serpina9,Evx2","Evx2,Lama1,Igf1,Cd24a","Evx2,Esrrb,Irx3,Nhlh2","Evx2,Serpina3g",,,,,,,,,,CCN202307220,CS20230722_CLUS_4524,CS20230722_SUPT_1003,CS20230722_SUBC_250,CS20230722_CLAS_24
3961,4525,4525 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.95,NA:0.95,80,0,0,0.62,0.38,,0,1,Glut,"Slc17a6:7.89,Ddc:7.48",Glut,Adcyap1:5.4,"Afp,Rbp4","Dbh,Rbp4,Gpr149,Hoxb5,Calb2","Phox2b,Hoxb6,Sox5,Etv1,Lmx1b,L3mbtl4",Ghsr,,,,,,,,,,CCN202307220,CS20230722_CLUS_4525,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3962,4526,4526 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.58,MY:0.33","NA:0.58,AP:0.25",62,0,0,0.66,0.34,,0,1,Nora,"Ddc:8.76,Slc17a6:7.62,Slc6a2:6.47,Dbh:5.39",Glut-Nora,,"Slc6a2,Dsc3,Rbp4","Dbh,Hoxb8,Pde3a,Rbp4","Phox2b,Mafa,Ascl1,Sox5","Lyzl4,Slc6a2",,,,,,,,,,CCN202307220,CS20230722_CLUS_4526,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3967,4527,4527 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.64,MY:0.29","NA:0.64,AP:0.23",157,0,0,0.76,0.24,,0.01,0.99,Nora,"Slc6a2:8.75,Ddc:8.3,Slc17a6:8.2,Dbh:6.52,Th:4.89",Glut-Nora,,"Slc6a2,Casr,Lrat","Dbh,Lpl","Phox2b,Ppara,Mkx",Lpl,,,,,,,,,,CCN202307220,CS20230722_CLUS_4527,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3969,4528,4528 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.94,NA:0.92,89,0,0,0.73,0.27,,0.01,0.99,Glut,Slc17a6:9.03,Glut,"Gal:5.5,Adcyap1:4","Olfr78,D130079A08Rik,Shox2","D130009I18Rik,Phox2b,Calcr,Shox2","Phox2b,Pou4f1,Hoxa5,Shox2","Pou4f1,Shox2",,,,,,,,,,CCN202307220,CS20230722_CLUS_4528,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3970,4529,4529 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"MY:0.5,NA:0.5","NA:0.5,AP:0.47",75,0,0,0.65,0.35,,0.01,0.99,Nora,"Slc17a6:9,Dbh:5.46,Ddc:4.86,Slc6a2:4.67",Glut-Nora,"Gal:8.6,Adcyap1:3.5","Pirt,Asgr1,Slc6a2","Dbh,Pou4f1,Klhl14","Phox2b,Pou4f1,Ppara","Pou4f1,Slc6a2",,,,,,,,,,CCN202307220,CS20230722_CLUS_4529,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3971,4530,4530 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.62,MY:0.38","NA:0.5,AP:0.38",60,0,0,0.67,0.33,,0.02,0.98,Nora,"Slc6a2:8.88,Slc17a6:8.48,Ddc:7.1,Dbh:5.95",Glut-Nora,Cartpt:4.5,"Slc6a2,Aox3,Hoxb8","Dbh,Ppp1r17,Casr,Hoxb8","Mafa,Phox2b,Ppara,Hoxb8","Aox3,Hoxb8",,,,,,,,,,CCN202307220,CS20230722_CLUS_4530,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3972,4531,4531 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.6,MY:0.4","NA:0.6,AP:0.4",35,0,0,0.63,0.37,,0,1,Nora,"Ddc:8.99,Slc6a2:8.95,Slc17a6:7.34,Dbh:7.29",Glut-Nora,,"Slc6a2,Dsc3,Lhfp","Dbh,Ppp1r17,Kitl","Hoxc6,Mafa,Foxo1,Tfap2b","Dsc3,Lhfp",,,,,,,,,,CCN202307220,CS20230722_CLUS_4531,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3973,4532,4532 NTS Dbh Glut_1,1004,NTS Dbh Glut_1,1004 NTS Dbh Glut_1,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.91,NA:0.82,34,0,0,0.56,0.44,,0,1,Nora,"Slc17a6:8.19,Slc6a2:8.08,Dbh:7.08,Ddc:4.89",Glut-Nora,Cartpt:4.5,"Slc6a2,Cntnap3,Dpy19l2","Dbh,Cntnap3,Glra2","Hoxc6,Etv1,Tfap2b,Ebf1,Tox,Phox2b","Cntnap3,Dpy19l2",,,,,,,,,,CCN202307220,CS20230722_CLUS_4532,CS20230722_SUPT_1004,CS20230722_SUBC_251,CS20230722_CLAS_24
3936,4533,4533 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,LRNm,,"MY:0.5,NA:0.47","NA:0.38,PGRNl:0.21,LRNm:0.12,IRN:0.09,rust:0.09",10,1,0,0.64,0.36,,0,1,Nora,"Slc18a2:9.28,Slc17a6:8.08,Ddc:7.76,Dbh:7.76,Th:5.67",Glut-Nora,"Cartpt:7.5,Adcyap1:7.3","Phox2a,Lancl3,Kl,Hoxb5","Onecut3,Hoxb5,Kl,Lancl3","Phox2a,Sall3,Hoxb5,Mef2c","Pappa2,Hoxb5",,,,,,,,,,CCN202307220,CS20230722_CLUS_4533,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3934,4534,4534 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,PGRNl,,MY:0.84,"PGRNl:0.31,MY:0.17,IRN:0.1,MV:0.08,rust:0.08,NTS:0.06",53,0,0,0.4,0.6,,0.04,0.96,Glut,"Slc17a6:8.76,Dbh:8.34,Th:6.97,Ddc:6.33",Glut,"Adcyap1:9.4,Cartpt:9.2,Npy:6.6","Dbh,Crabp1,Pnmt","Dbh,Chrnb3,Hoxb3","Phox2b,Sall3,Prrxl1,Hoxb3,Nr4a3,Uncx",Crabp1,,,,,,,,,,CCN202307220,CS20230722_CLUS_4534,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3935,4535,4535 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.65,MY:0.33","NA:0.64,NTS:0.15,MY:0.05",34,0,0,0.65,0.35,,0.03,0.97,Nora,"Dbh:9.26,Slc18a2:8.77,Ddc:7.91,Th:7.32,Slc17a6:6.93,Slc6a2:5.68",Glut-Nora,"Prlh:7.4,Cartpt:5.6,Pomc:3.8","Dbh,Prlh","Dbh,Npy2r,Vcan","Phox2a,Sall3,Hoxb5,Onecut3,Uncx",Prlh,,,,,,,,,,CCN202307220,CS20230722_CLUS_4535,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3945,4536,4536 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"MY:0.79,NA:0.21","NTS:0.7,root:0.12",87,0,0,0.72,0.28,,0.03,0.97,Glut,"Slc17a6:8.67,Ddc:7.71,Dbh:3.48",Glut,"Adcyap1:7,Npy:3.4","Dbh,Krt9,Col8a1,Dgkk","Dbh,Htr1d,Chodl,Dgkk,Tfap2b","Phox2b,Sall3,Hoxa5,Bcl11a,Uncx","Krt9,Bcl11a,Dgkk",,,,,,,,,,CCN202307220,CS20230722_CLUS_4536,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3959,4537,4537 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,MY:0.83,"NTS:0.75,NA:0.17",48,0,0,0.54,0.46,,0.02,0.98,Glut,"Slc17a6:8.29,Ddc:8.17,Dbh:6.55,Slc17a8:3.95,Tph2:3.05",Glut,"Penk:5.4,Adcyap1:4,Cartpt:3.2","Dbh,Dnah6,Tfap2a,Slc17a8","Dbh,Abi3bp,Slc17a8,Grpr","Phox2b,Sall3,Hoxa5,Tox3,Nhlh2","Abi3bp,Tfap2a",,,,,,,,,,CCN202307220,CS20230722_CLUS_4537,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3951,4538,4538 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.82,"NA:0.79,NTS:0.18",72,0,0,0.64,0.36,,0.01,0.99,Glut,"Slc17a6:8.68,Ddc:7.1,Dbh:3.03",Glut,Cartpt:4,"Hsd11b2,Ptger2","Phox2b,Hoxb8,Calb1,Prlr","Phox2b,Hoxb7,Zbtb16,Rfx2","Hsd11b2,Ptger2",,,,,,,,,,CCN202307220,CS20230722_CLUS_4538,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3952,4539,4539 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.88,NA:0.88,30,0,0,0.57,0.43,,0.03,0.97,Nora,"Ddc:8.73,Dbh:8.65,Slc17a6:8.64,Slc18a2:6.58",Glut-Nora,"Cck:7.1,Cartpt:5.2","Dbh,Pde5a,Hoxb8","Dbh,Hoxb8,Tmem132c","Phox2b,Hoxb7,Pou6f2,Tfap2b,L3mbtl4,Zim1","Pde5a,Hoxb8",,,,,,,,,,CCN202307220,CS20230722_CLUS_4539,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3953,4540,4540 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.82,NA:0.82,70,0,0,0.76,0.24,,0,1,Nora,"Slc17a6:8.42,Ddc:8.34,Dbh:7.95,Slc18a2:4.19",Glut-Nora,"Penk:3.5,Adcyap1:3.5","Dbh,Pde5a,Abi3bp","Dbh,Abi3bp,Gpr101,Nxph1","Phox2b,Hoxb6,Shox2,Foxj1,Insm1,Ebf1","Abi3bp,Nxph1",,,,,,,,,,CCN202307220,CS20230722_CLUS_4540,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3958,4541,4541 NTS Dbh Glut_2,1005,NTS Dbh Glut_2,1005 NTS Dbh Glut_2,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.64,MY:0.33","NA:0.33,NTS:0.33,root:0.31",83,0,0,0.71,0.29,,0.01,0.99,Glut,"Ddc:9.1,Slc17a6:7.92,Dbh:6.15,Slc17a8:4.89",Glut,"Cartpt:6.8,Adcyap1:6.3,Nmu:5.6,Npff:4.4","Dbh,Nmu,Klb","Dbh,Zbtb16,Chodl,Adcyap1","Phox2b,Sall1,Zbtb16,Shox2","Nmu,Klb",,,,,,,,,,CCN202307220,CS20230722_CLUS_4541,CS20230722_SUPT_1005,CS20230722_SUBC_251,CS20230722_CLAS_24
3891,4542,4542 NTS Dbh Glut_3,1006,NTS Dbh Glut_3,1006 NTS Dbh Glut_3,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.71,MY:0.24","root:0.65,MY:0.12,IRN:0.06",96,0,0,0.66,0.34,,0.01,0.99,Glut,"Slc17a6:8.92,Ddc:8.46,Dbh:7.03,Gad2:6.71,Th:6.32",Glut,"Npff:8,Cartpt:7.7,Grp:7.7,Cck:6.3,Adcyap1:6.2","4930469K13Rik,Arg1","Dbh,Tll1,Chst9","Phox2b,Nr4a2,Tfap2a,Hoxb4","Arg1,4930469K13Rik",,,,,,,,,,CCN202307220,CS20230722_CLUS_4542,CS20230722_SUPT_1006,CS20230722_SUBC_251,CS20230722_CLAS_24
3915,4543,4543 NTS Dbh Glut_3,1006,NTS Dbh Glut_3,1006 NTS Dbh Glut_3,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.86,root:0.86,36,0,0,0.56,0.44,,0,1,Nora,"Gad2:11.21,Dbh:9.17,Th:8.09,Slc18a2:7.96,Ddc:7.57,Slc6a2:6.33,Slc17a6:3.24",Glut-GABA-Nora,"Grp:9.4,Nmb:6.2,Adcyap1:3.3,Cck:3.1","Dbh,Oxtr,Slc6a2","Dbh,Oxtr,Kcnj5","Phox2b,Nr4a2,Insm2,Nr4a3",Mctp2,,,,,,,,,,CCN202307220,CS20230722_CLUS_4543,CS20230722_SUPT_1006,CS20230722_SUBC_251,CS20230722_CLAS_24
3965,4544,4544 NTS Dbh Glut_3,1006,NTS Dbh Glut_3,1006 NTS Dbh Glut_3,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.92,NA:0.92,35,0,0,0.57,0.43,,0,1,Glut,"Slc17a6:9.2,Ddc:8.96,Slc17a8:6.45,Th:5,Dbh:4.75",Glut,"Npff:9.3,Cck:8.9,Adcyap1:5.7,Nts:3.8","Gfral,Casr","Dbh,Tgfbr2","Phox2b,Insm2,Ppara,Pou4f2",Gm32857,,,,,,,,,,CCN202307220,CS20230722_CLUS_4544,CS20230722_SUPT_1006,CS20230722_SUBC_251,CS20230722_CLAS_24
3966,4545,4545 NTS Dbh Glut_3,1006,NTS Dbh Glut_3,1006 NTS Dbh Glut_3,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.77,MY:0.23","NA:0.67,NTS:0.23",50,0,0,0.68,0.32,,0,1,Glut,"Slc17a6:9.27,Ddc:8.56,Slc17a8:8.24,Dbh:7.24",Glut,"Npff:9.3,Adcyap1:7.4,Cck:5.8,Nmu:3.6,Cartpt:3.4","Npff,Sctr,Hoxa5","Dbh,Casr,Slc17a8,Skor1","Phox2b,Insm2,Pou4f2,Hoxa5","Rd3,Lmo7",,,,,,,,,,CCN202307220,CS20230722_CLUS_4545,CS20230722_SUPT_1006,CS20230722_SUBC_251,CS20230722_CLAS_24
3968,4546,4546 NTS Dbh Glut_3,1006,NTS Dbh Glut_3,1006 NTS Dbh Glut_3,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"MY:0.67,NA:0.24","NTS:0.51,MY:0.15,root:0.15",154,0,0,0.7,0.3,,0.03,0.97,Glut,"Slc17a6:9.54,Ddc:8.68,Dbh:8.07,Slc17a8:6.48,Th:5.9",Glut,"Npff:11.6,Adcyap1:7.9,Cartpt:5.5,Npy:3.4,Gast:3.2","Npff,Olfr574","Dbh,Tll1,Gpc3","Phox2b,Insm2,Pou4f2,Tfap2b,Zfp536",Ctcflos,,,,,,,,,,CCN202307220,CS20230722_CLUS_4546,CS20230722_SUPT_1006,CS20230722_SUBC_251,CS20230722_CLAS_24
2780,4547,4547 NTS Dbh Glut_4,1007,NTS Dbh Glut_4,1007 NTS Dbh Glut_4,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,LC,,"P:0.74,NA:0.16","PB:0.26,PCG:0.18,B:0.1,P:0.1,root:0.1,LC:0.06,PAG:0.06",59,0,0,0.42,0.58,,0.08,0.92,Glut,"Slc17a6:7.9,Ddc:6.42,Gad2:6.15,Dbh:3.3",Glut,Penk:4.8,"Phox2a,En1,H2-Q2","Dbh,En1,Irs4","Phox2a,En1,Ebf3","En1,H2-Q2",,,,,,,,,,CCN202307220,CS20230722_CLUS_4547,CS20230722_SUPT_1007,CS20230722_SUBC_251,CS20230722_CLAS_24
3781,4548,4548 NTS Dbh Glut_4,1007,NTS Dbh Glut_4,1007 NTS Dbh Glut_4,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,LC SLC,,"P:0.73,MY:0.2","P:0.21,PB:0.16,MV:0.15,SLC:0.06,PRNc:0.06,PCG:0.04,LDT:0.03,P5:0.03,SLD:0.03,B:0.02",22,0,0,0.64,0.36,,0.14,0.86,Nora,"Slc6a2:11.54,Slc18a2:11.22,Dbh:10.92,Th:9.04,Ddc:8.46,Gad2:3.42",GABA-Nora,"Calca:7.6,Gal:6.5,Adcyap1:5.8,Uts2b:4.1,Pomc:3.5","Slc6a2,Chrnb3","Dbh,Chrnb3,Calcr","Phox2a,En1,Meis2",Calca,,,,,,,,,,CCN202307220,CS20230722_CLUS_4548,CS20230722_SUPT_1007,CS20230722_SUBC_251,CS20230722_CLAS_24
3963,4549,4549 NTS Dbh Glut_5,1008,NTS Dbh Glut_5,1008 NTS Dbh Glut_5,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,"NA:0.54,MY:0.39","NA:0.5,AP:0.36",78,0,0,0.6,0.4,,0.03,0.97,Glut,"Ddc:9.45,Slc17a6:8.57",Glut,"Nts:6.5,Cck:3.8","Gfral,Pirt,Lrat","Phox2b,Nts,Gpr88,Sntg2","Phox2b,Pou4f2,Ppara,Zfpm2,Uncx","Nts,Lrat",,,,,,,,,,CCN202307220,CS20230722_CLUS_4549,CS20230722_SUPT_1008,CS20230722_SUBC_251,CS20230722_CLAS_24
3684,4550,4550 NTS Dbh Glut_6,1009,NTS Dbh Glut_6,1009 NTS Dbh Glut_6,251,NTS Dbh Glut,251 NTS Dbh Glut,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,NTS,,NA:0.85,NA:0.85,116,0,0,0.53,0.47,,0.05,0.95,Glut,"Slc17a6:8.02,Ddc:5.69",Glut,Nts:3.6,"4930469K13Rik,Colq,Tacr3","Phox2b,Nts,Pde3a,Hoxb5,Slc17a6","Phox2b,Hoxb6,Zeb2,Meis2,Zfpm2,Lmx1b","Rspo2,Hoxa5",,,,,,,,,,CCN202307220,CS20230722_CLUS_4550,CS20230722_SUPT_1009,CS20230722_SUBC_251,CS20230722_CLAS_24
3893,4551,4551 DMX VII Tbx20 Chol_1,1010,DMX VII Tbx20 Chol_1,1010 DMX VII Tbx20 Chol_1,252,DMX VII Tbx20 Chol,252 DMX VII Tbx20 Chol,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,DMX,,"NA:0.74,MY:0.26","NA:0.74,NTS:0.11",29,0,0,0.69,0.31,,0.03,0.97,Chol,"Chat:7.8,Slc18a3:7.53,Slc18a2:7.08,Ddc:6.21",Chol,"Adcyap1:8.7,Gal:6.9,Cartpt:6.2,Grp:3.8,Nts:3.6","Tbx20,Tnfsf11","Chat,Qrfpr,Chrnb3","Tbx20,Hoxa5,Id1",Tnfsf11,,,,,,,,,,CCN202307220,CS20230722_CLUS_4551,CS20230722_SUPT_1010,CS20230722_SUBC_252,CS20230722_CLAS_24
3894,4552,4552 DMX VII Tbx20 Chol_1,1010,DMX VII Tbx20 Chol_1,1010 DMX VII Tbx20 Chol_1,252,DMX VII Tbx20 Chol,252 DMX VII Tbx20 Chol,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,DMX,,MY:0.92,"NTS:0.49,DMX:0.42",75,0,0,0.61,0.39,,0.05,0.95,Chol,"Chat:7.92,Slc18a3:7.23,Slc18a2:6.57,Ddc:6.42",Chol,"Adcyap1:9.1,Gal:8.1,Uts2b:3.7,Pomc:3.2","Tbx20,Nppb,Mgam","Chat,Phox2b,Vit,Oxtr,Pdgfd","Tbx20,Esr1,Id1","Nppb,Mgam",,,,,,,,,,CCN202307220,CS20230722_CLUS_4552,CS20230722_SUPT_1010,CS20230722_SUBC_252,CS20230722_CLAS_24
3895,4553,4553 DMX VII Tbx20 Chol_1,1010,DMX VII Tbx20 Chol_1,1010 DMX VII Tbx20 Chol_1,252,DMX VII Tbx20 Chol,252 DMX VII Tbx20 Chol,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,DMX,,"NA:0.54,MY:0.46","NA:0.53,DMX:0.2,NTS:0.18",60,0,0,0.78,0.22,,0.02,0.98,Chol,"Chat:7.73,Slc18a3:7.73,Slc18a2:6.83,Ddc:6.82,Th:4.16",Chol-Dopa,"Adcyap1:9.4,Gal:7.7,Nts:3.6,Pdyn:3.2,Pomc:3","Tbx20,Gngt2","Chat,Phox2b,Npy2r,Th","Tbx20,Hoxa5,Onecut1",Gngt2,,,,,,,,,,CCN202307220,CS20230722_CLUS_4553,CS20230722_SUPT_1010,CS20230722_SUBC_252,CS20230722_CLAS_24
3879,4554,4554 DMX VII Tbx20 Chol_1,1010,DMX VII Tbx20 Chol_1,1010 DMX VII Tbx20 Chol_1,252,DMX VII Tbx20 Chol,252 DMX VII Tbx20 Chol,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,VII NTS an?,Not Gaba or Glut. Previously reported involved HB neuron migration. PMID: 17119020,MY:0.99,"PARN:0.52,VII:0.16,NTS:0.15",26,0,0,0.65,0.35,,0.12,0.88,Chol,"Chat:6.63,Slc18a3:6.1",Chol,"Adcyap1:8.5,Vip:4.5,Nts:4.2","Tbx20,Pirt","Chat,Cyp26b1,Vip","Tbx20,Six4",Pirt,,,,,,,,,,CCN202307220,CS20230722_CLUS_4554,CS20230722_SUPT_1010,CS20230722_SUBC_252,CS20230722_CLAS_24
3892,4555,4555 DMX VII Tbx20 Chol_1,1010,DMX VII Tbx20 Chol_1,1010 DMX VII Tbx20 Chol_1,252,DMX VII Tbx20 Chol,252 DMX VII Tbx20 Chol,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,VII NTS,,MY:0.97,"NTS:0.31,DMX:0.22,PARN:0.18,VII:0.11",98,0,0,0.51,0.49,,0.06,0.94,Chol,"Chat:6.35,Slc18a3:5.62,Slc18a2:5.4,Ddc:4.01",Chol,"Adcyap1:9.7,Gal:4.4","Tbx20,Mc5r","Chat,Phox2b,Pdgfd,Scn7a,Gal","Tbx20,Tcf7l1,Hoxc4",Mc5r,,,,,,,,,,CCN202307220,CS20230722_CLUS_4555,CS20230722_SUPT_1010,CS20230722_SUBC_252,CS20230722_CLAS_24
4174,4556,4556 DMX VII Tbx20 Chol_2,1011,DMX VII Tbx20 Chol_2,1011 DMX VII Tbx20 Chol_2,252,DMX VII Tbx20 Chol,252 DMX VII Tbx20 Chol,24,MY Glut,24 MY Glut,MB-HB-Glut-Sero-Dopa,SOC POR VII,new subclass?,P:0.84,"SOCl:0.53,P:0.13,SOCm:0.12,rust:0.06",51,0,0,0.18,0.82,,0,1,Chol,"Gad2:9.08,Chat:7.08,Slc18a3:6.43,Ddc:3.54",Chol,"Calca:8.8,Ucn:3.8,Pdyn:3.1,Npy:3","Tbx20,Gata3","Chat,Gata3","Tbx20,Gata3",Gata3,,,,,,,,,,CCN202307220,CS20230722_CLUS_4556,CS20230722_SUPT_1011,CS20230722_SUBC_252,CS20230722_CLAS_24
